"Id","658342e59700bdb5e7119b4b","658342e59700bdb5e7119b45","658342e59700bdb5e7119b47","658342e59700bdb5e7119b49","658c8e423bcbd8a985918ad0"
"Timestamp","dayt13/Digital Test Bed/(B)Location (1A36F8)/JTS File Source/Battery Voltage","dayt13/Digital Test Bed/(B)Location (1A36F8)/JTS File Source/Crack Displacement","dayt13/Digital Test Bed/(B)Location (1A36F8)/JTS File Source/Crack.X","dayt13/Digital Test Bed/(B)Location (1A36F8)/JTS File Source/Crack.Y","dayt13/Digital Test Bed/(B)Location (1A36F8)/JTS File Source/RSSI"
"Units","","","","",""
2024-01-13 08:20:47,,-0.2,0.1,-0.2,-108
2024-01-13 08:50:47,,-0.2,0.1,-0.2,-112
2024-01-13 09:05:47,3.3,-0.1,0.2,-0.1,-109
2024-01-13 09:20:47,,-0.2,0.1,-0.2,-109
2024-01-13 09:35:46,3.3,-0.2,0.1,-0.2,-108
2024-01-13 10:05:46,3.3,-0.1,0.1,-0.1,-106
2024-01-13 10:20:46,,-0.1,0.1,-0.1,-113
2024-01-13 11:20:45,,-0.2,0.1,-0.2,-113
2024-01-13 11:35:45,3.3,-0.1,0.1,-0.1,-111
2024-01-13 13:05:44,3.3,-0.1,0,-0.1,-116
2024-01-13 14:05:44,3.3,-0.1,0.1,-0.1,-109
2024-01-13 14:50:43,,-0.1,0.1,-0.1,-114
2024-01-13 16:20:42,,-0.1,0.1,-0.1,-108
2024-01-13 17:20:42,,-0.1,0.1,-0.1,-108
2024-01-13 19:20:41,,0,0.2,0,-118
2024-01-13 20:05:40,3.3,0,0.1,0,-118
2024-01-13 21:20:40,,0,0.1,0,-114
2024-01-13 21:50:39,,0,0.2,0,-114
2024-01-13 22:35:39,3.3,0,0.1,0,-116
2024-01-13 22:50:39,,0,0.1,0,-115
2024-01-14 00:05:38,3.3,0,0.1,0,-117
2024-01-14 00:20:38,,0,0.1,0,-115
2024-01-14 00:50:38,,0,0.1,0,-121
2024-01-14 02:05:37,3.3,0,0.1,0,-115
2024-01-14 02:20:37,,0.1,0.1,0.1,-112
2024-01-14 02:35:37,3.3,0,0.1,0,-110
2024-01-14 02:50:37,,0.1,0.1,0.1,-113
2024-01-14 03:05:37,3.3,0.1,0.1,0.1,-115
2024-01-14 04:05:36,3.3,0.1,0.1,0.1,-109
2024-01-14 04:20:36,,0.1,0.1,0.1,-118
2024-01-14 05:20:35,,0.1,0,0.1,-111
2024-01-14 11:20:32,,0,0.1,0,-117
2024-01-14 11:35:32,3.3,0,0.1,0,-115
2024-01-14 11:50:32,,0,0,0,-115
2024-01-14 12:05:32,3.3,0,0.1,0,-108
2024-01-14 12:20:32,,0,0.1,0,-115
2024-01-14 13:35:31,3.3,0,0.1,0,-117
2024-01-14 15:05:30,3.3,0,0.1,0,-108
2024-01-14 15:50:30,,0,0.1,0,-119
2024-01-14 16:35:29,3.3,0,0.1,0,-116
2024-01-14 18:20:28,,0,0.1,0,-111
2024-01-14 20:05:27,3.3,0.1,0.1,0.1,-119
2024-01-14 21:05:27,3.3,0.1,0.1,0.1,-112
2024-01-14 22:20:26,,0.1,0.1,0.1,-116
2024-01-15 01:35:25,3.3,0.1,0.1,0.1,-110
2024-01-15 01:50:24,,0.1,0.1,0.1,-110
2024-01-15 02:05:24,3.3,0.1,0,0.1,-112
2024-01-15 02:35:24,3.3,0.1,0,0.1,-94
2024-01-15 03:50:23,,0.1,0.1,0.1,-110
2024-01-15 04:35:23,3.3,0.1,0.1,0.1,-112
2024-01-15 05:05:23,3.3,0.1,0.1,0.1,-112
2024-01-15 05:50:22,,0.1,0.1,0.1,-108
2024-01-15 07:50:21,,0.1,0.1,0.1,-111
2024-01-15 15:50:17,,0,0.1,0,-109
2024-01-15 20:20:15,,0.1,0.1,0.1,-112
2024-01-15 20:35:15,3.3,0.1,0.1,0.1,-115
2024-01-15 21:20:14,,0.1,0.1,0.1,-102
2024-01-15 21:50:14,,0.1,0,0.1,-120
2024-01-15 22:20:14,,0.1,0.1,0.1,-115
2024-01-15 22:50:13,,0.1,0.1,0.1,-110
2024-01-15 23:05:13,3.3,0.1,0,0.1,-126
2024-01-15 23:20:13,,0.1,0.1,0.1,-117
2024-01-15 23:35:13,3.3,0.1,0,0.1,-115
2024-01-15 23:50:13,,0.1,0,0.1,-109
2024-01-16 00:05:13,3.3,0.1,0,0.1,-104
2024-01-16 00:20:13,,0.1,0.1,0.1,-116
2024-01-16 00:35:12,3.3,0.1,0.1,0.1,-106
2024-01-16 00:50:12,,0.1,0,0.1,-118
2024-01-16 01:05:12,3.3,0.1,0.1,0.1,-115
2024-01-16 01:20:12,,0.1,0.1,0.1,-119
2024-01-16 01:50:12,,0.1,0.1,0.1,-107
2024-01-16 02:20:11,,0.1,0.1,0.1,-104
2024-01-16 02:35:11,3.3,0.1,0,0.1,-109
2024-01-16 02:50:11,,0.1,0.1,0.1,-109
2024-01-16 03:05:11,3.3,0.1,0.1,0.1,-105
2024-01-16 03:20:11,,0.1,0,0.1,-120
2024-01-16 03:35:11,3.3,0.1,0.1,0.1,-114
2024-01-16 03:50:11,,0.1,0.1,0.1,-106
2024-01-16 04:20:10,,0.1,0,0.1,-109
2024-01-16 05:05:10,3.3,0.1,0,0.1,-113
2024-01-16 05:20:10,,0.1,0.1,0.1,-116
2024-01-16 05:50:10,,0.1,0.1,0.1,-114
2024-01-16 06:05:10,3.3,0.1,0,0.1,-114
2024-01-16 06:20:09,,0.1,0.1,0.1,-113
2024-01-16 06:35:09,3.3,0.1,0.1,0.1,-105
2024-01-16 06:50:09,,0.1,0.1,0.1,-106
2024-01-16 07:20:09,,0.1,0.1,0.1,-110
2024-01-16 07:35:09,3.3,0.1,0.1,0.1,-110
2024-01-16 07:50:09,,0.1,0,0.1,-107
2024-01-16 08:05:09,3.3,0.1,0.1,0.1,-112
2024-01-16 08:20:08,,0.1,0.1,0.1,-109
2024-01-16 08:35:08,3.3,0.1,0.1,0.1,-105
2024-01-16 08:50:08,,0.1,0.1,0.1,-110
2024-01-16 09:20:08,,0.1,0.1,0.1,-109
2024-01-16 09:50:08,,0.1,0.1,0.1,-109
2024-01-16 10:05:07,3.3,0.1,0.1,0.1,-105
2024-01-16 10:20:07,,0.1,0.1,0.1,-113
2024-01-16 10:35:07,3.3,0.1,0.1,0.1,-108
2024-01-16 10:50:07,,0.1,0.1,0.1,-111
2024-01-16 11:35:07,3.3,0.1,0.1,0.1,-110
2024-01-16 11:50:07,,0.1,0,0.1,-116
2024-01-16 12:05:06,3.3,0.1,0.1,0.1,-111
2024-01-16 12:20:06,,0.1,0.1,0.1,-118
2024-01-16 12:35:06,3.3,0.1,0,0.1,-114
2024-01-16 12:50:06,,0.1,0,0.1,-110
2024-01-16 13:05:06,3.3,0,0.1,0,-114
2024-01-16 14:05:05,3.3,0.1,0.1,0.1,-108
2024-01-16 15:50:04,,0.1,0.1,0.1,-108
2024-01-16 17:50:03,,0.1,0.1,0.1,-107
2024-01-16 21:20:02,,0.1,0,0.1,-109
2024-01-16 21:35:01,3.3,0.1,0.1,0.1,-113
2024-01-16 21:50:01,,0.2,0,0.2,-114
2024-01-16 22:50:01,,0.1,0.1,0.1,-113
2024-01-16 23:50:00,,0.2,0.1,0.2,-110
2024-01-17 00:20:00,,0.2,0.1,0.2,-110
2024-01-17 00:35:00,3.3,0.2,0.1,0.2,-115
2024-01-17 00:50:00,,0.2,0.1,0.2,-114
2024-01-17 01:05:00,3.3,0.2,0,0.2,-117
2024-01-17 01:20:00,,0.2,0.1,0.2,-116
2024-01-17 01:34:59,3.3,0.2,0,0.2,-115
2024-01-17 01:49:59,,0.2,0,0.2,-117
2024-01-17 02:04:59,3.3,0.2,0,0.2,-109
2024-01-17 02:19:59,,0.2,0,0.2,-115
2024-01-17 02:34:59,3.3,0.2,0,0.2,-113
2024-01-17 03:04:59,3.3,0.2,0.1,0.2,-113
2024-01-17 03:19:59,,0.2,0,0.2,-112
2024-01-17 03:34:58,3.3,0.2,0,0.2,-111
2024-01-17 04:04:58,3.3,0.2,0,0.2,-108
2024-01-17 04:19:58,,0.2,0,0.2,-116
2024-01-17 04:34:58,3.3,0.2,0,0.2,-109
2024-01-17 04:49:58,,0.2,0.1,0.2,-108
2024-01-17 05:04:58,3.3,0.2,0.1,0.2,-106
2024-01-17 05:19:58,,0.2,0.1,0.2,-111
2024-01-17 05:34:58,3.3,0.2,0.1,0.2,-108
2024-01-17 05:49:57,,0.2,0,0.2,-112
2024-01-17 06:04:57,3.3,0.2,0.1,0.2,-108
2024-01-17 06:19:57,,0.2,0.1,0.2,-108
2024-01-17 06:34:57,3.3,0.2,0,0.2,-109
2024-01-17 06:49:57,,0.2,0.1,0.2,-110
2024-01-17 07:04:57,3.3,0.2,0,0.2,-102
2024-01-17 07:19:57,,0.2,0.1,0.2,-108
2024-01-17 07:34:57,3.3,0.2,0.1,0.2,-103
2024-01-17 07:49:56,,0.2,0.1,0.2,-106
2024-01-17 09:04:56,3.3,0.2,0.1,0.2,-108
2024-01-17 09:19:56,,0.2,0.1,0.2,-106
2024-01-17 09:34:56,3.3,0.2,0,0.2,-113
2024-01-17 10:04:55,3.3,0.2,0.1,0.2,-108
2024-01-17 10:19:55,,0.2,0,0.2,-106
2024-01-17 10:34:55,3.3,0.2,0.1,0.2,-105
2024-01-17 13:04:54,3.3,0.2,0.1,0.2,-109
2024-01-17 13:34:54,3.3,0.2,0.1,0.2,-108
2024-01-17 14:34:53,3.3,0.1,0,0.1,-115
2024-01-17 14:49:53,,0.1,0.1,0.1,-108
2024-01-17 22:49:49,,0.2,0,0.2,-109
2024-01-18 01:49:48,,0.2,0,0.2,-107
2024-01-18 02:04:48,3.3,0.2,0.1,0.2,-110
2024-01-18 03:04:47,3.3,0.2,0.1,0.2,-111
2024-01-18 03:19:47,,0.2,0,0.2,-108
2024-01-18 03:49:47,,0.2,0.1,0.2,-104
2024-01-18 07:19:45,,0.1,0.1,0.1,-115
2024-01-18 07:34:45,3.3,0.1,0.1,0.1,-118
2024-01-18 08:19:44,,0.1,0.1,0.1,-115
2024-01-18 12:35:12,3.3,0,0,0,-107
2024-01-18 13:04:42,3.3,0,0.1,0,-111
2024-01-18 14:19:41,,0,0,0,-112
2024-01-18 21:04:37,3.3,0,0,0,-110
2024-01-18 21:49:37,,0,0.1,0,-115
2024-01-19 03:19:34,,0,0.1,0,-112
2024-01-19 06:04:33,3.3,0.1,0,0.1,-106
2024-01-19 15:19:28,,0,0.1,0,-114
2024-01-19 16:49:27,,0.1,0.1,0.1,-118
2024-01-19 17:49:27,,0,0.1,0,-116
2024-01-19 19:49:25,,0.1,0.1,0.1,-111
2024-01-19 20:19:25,,0.1,0,0.1,-115
2024-01-19 21:19:25,,0.1,0.1,0.1,-112
2024-01-19 22:04:24,3.2,0.1,0.1,0.1,-114
2024-01-20 00:19:23,,0.1,0.1,0.1,-114
2024-01-20 01:34:22,3.2,0.1,0.1,0.1,-111
2024-01-20 02:19:22,,0.2,0.1,0.2,-115
2024-01-20 02:34:22,3.2,0.2,0,0.2,-111
2024-01-20 02:49:22,,0.2,0,0.2,-110
2024-01-20 04:04:21,3.2,0.2,0,0.2,-111
2024-01-20 04:19:21,,0.2,0,0.2,-110
2024-01-20 04:34:21,3.2,0.2,0.1,0.2,-108
2024-01-20 07:04:20,3.2,0.2,0.1,0.2,-113
2024-01-20 08:19:19,,0.2,0,0.2,-114
2024-01-20 09:19:19,,0.2,0.1,0.2,-121
2024-01-20 09:34:18,3.2,0.2,0,0.2,-111
2024-01-20 11:19:18,,0.1,0.1,0.1,-108
2024-01-20 11:49:17,,0.1,0,0.1,-111
2024-01-20 12:04:17,3.2,0.1,0,0.1,-111
2024-01-20 12:49:17,,0.1,0.1,0.1,-116
2024-01-20 14:19:16,,0.1,0.1,0.1,-117
2024-01-20 16:49:15,,0.1,0,0.1,-110
2024-01-20 18:19:14,,0.2,0,0.2,-116
2024-01-20 19:19:14,,0.2,0.1,0.2,-111
2024-01-20 21:19:13,,0.1,0.1,0.1,-113
2024-01-20 23:34:11,3.2,0.2,0,0.2,-113
2024-01-21 10:19:06,,0.1,0.1,0.1,-110
2024-01-21 19:34:01,3.2,0.1,0.1,0.1,-109
2024-01-22 00:18:59,,0.1,0.1,0.1,-120
2024-01-22 00:33:59,3.2,0.1,0,0.1,-115
2024-01-22 00:48:59,,0.1,0.1,0.1,-120
2024-01-22 01:03:58,3.2,0.1,0.1,0.1,-122
2024-01-22 02:03:58,3.2,0.1,0.1,0.1,-115
2024-01-22 02:48:58,,0.2,0,0.2,-114
2024-01-22 03:18:57,,0.2,0,0.2,-110
2024-01-22 04:03:57,3.2,0.2,0,0.2,-115
2024-01-22 04:33:57,3.2,0.2,0,0.2,-115
2024-01-22 05:18:56,,0.1,0.1,0.1,-119
2024-01-22 05:33:56,3.2,0.2,0,0.2,-107
2024-01-22 05:48:56,,0.2,0,0.2,-105
2024-01-22 06:03:56,3.2,0.2,0,0.2,-118
2024-01-22 06:18:56,,0.2,0,0.2,-116
2024-01-22 06:33:56,3.2,0.2,0,0.2,-113
2024-01-22 06:48:56,,0.2,0,0.2,-107
2024-01-22 07:03:55,3.2,0.2,0,0.2,-112
2024-01-22 07:18:55,,0.2,0,0.2,-117
2024-01-22 07:33:55,3.2,0.2,0.1,0.2,-110
2024-01-22 07:48:55,,0.2,0.1,0.2,-111
2024-01-22 08:03:55,3.2,0.2,0.1,0.2,-115
2024-01-22 10:18:54,,0.1,0.1,0.1,-106
2024-01-22 13:48:52,,0,0.1,0,-109
